ITEM, VR. UNITARIO
10.2.2.32,111427
10.2.2.33,164807
10.2.2.34,173324
10.2.2.35,223295
10.2.2.36,223969
10.2.2.37,267325
10.2.2.38,298668
10.2.2.39,334769
10.2.2.40,411362
10.2.2.41,17741
10.2.2.42,19280
10.2.2.43,22672
10.2.2.44,29637
10.2.2.45,37536
10.2.2.46,47712
10.2.2.47,26361
10.2.2.48,29012
10.2.2.49,37268
10.2.2.50,47482
10.2.2.51,25289
10.2.2.52,27481
10.2.2.53,32859
10.2.2.54,40803
10.2.2.55,23766
10.2.2.56,25238
10.2.2.57,29385
10.2.2.58,34901
10.2.2.59,379178
10.2.2.60,13809
10.2.2.61,29104
10.2.2.62,43630
10.2.3.1,595136
10.2.3.2,20214788
10.2.3.3,17577290
10.2.3.4,19243462
10.2.3.5,20355740
10.2.3.6,5944019
10.2.3.7,4784879
10.2.3.8,751694
10.2.3.9,797670
10.2.3.10,880977
10.2.3.11,990964
10.2.3.12,1082016
10.2.3.13,785013
10.2.3.14,545431
10.2.3.15,813925
10.2.3.16,1762680
10.2.3.17,170371
10.2.3.18,188157
10.2.3.19,201691
10.2.3.20,211623
10.2.3.21,417432
10.2.3.22,457229
10.2.3.23,508076
10.2.3.24,525331
10.2.3.25,740076
10.2.3.26,774731
10.2.3.27,881499
10.2.3.28,662501
10.2.3.29,810256
10.2.3.30,872896
10.2.3.31,1024711
10.2.3.32,1057191
10.2.3.33,1141436
10.2.3.34,402025
10.2.3.35,292191
10.2.3.36,323778
10.2.3.37,386951
10.2.3.38,418538
10.2.3.39,450125
10.2.3.40,513299
10.2.3.41,40688
10.2.3.42,40688
10.2.3.43,53276
10.2.3.44,37051
10.2.3.45,63843
10.2.3.46,377668
10.2.3.47,12900
10.2.4.1,25493
10.2.4.2,27428
10.2.4.3,27428
10.2.4.4,27428
10.2.4.5,27909
10.2.4.6,53606
10.2.4.7,53606
10.2.4.8,53606
10.2.4.9,62581
10.2.4.10,62581
10.2.4.11,60645
10.2.4.12,98343
10.2.4.13,98343
10.2.4.14,98413
10.2.4.15,98343
10.2.4.16,480415
10.2.4.17,76537
10.2.4.18,87359
10.2.4.19,87359
10.2.4.20,87359
10.2.4.21,87359
10.2.4.22,87359
10.2.4.23,102167
10.2.4.24,102167
10.2.4.25,102167
10.2.4.26,110584
10.2.4.27,448192
10.2.4.28,448192
10.2.4.29,503684
10.2.4.30,503684
10.2.4.31,955006
10.2.4.32,1009718
10.2.4.33,1347194
10.2.4.34,1347194
10.2.4.35,1347194
10.2.4.36,867152
10.2.4.37,732613
10.2.4.38,376745
10.2.4.39,48000
10.2.4.40,65000
10.2.4.41,182749
10.2.4.42,85000
10.2.4.43,96300
10.2.4.44,96300
10.2.4.45,99800
10.2.4.46,123600
10.2.4.47,132200
10.2.4.48,161000
10.2.4.49,179500
10.2.4.50,310833
10.2.4.51,383577
10.2.4.52,459070
10.2.4.53,572310
10.2.4.54,713206
10.2.4.55,1427726
10.2.4.56,916840
10.2.4.57,1032472
10.2.4.58,1520210
10.2.4.59,118286
10.2.4.60,171361
10.2.4.61,171361
10.2.4.62,171361
10.2.4.63,168459
10.2.4.64,168459
10.2.4.65,211721
10.2.4.66,211721
10.2.4.67,214624
10.2.4.68,240484
10.2.4.69,352868
10.2.4.70,464174
10.2.4.71,583689
10.2.4.72,246336
10.2.4.73,1559875
10.2.4.74,90487
10.2.4.75,273238
10.2.4.76,37575
10.2.4.77,752880
10.2.5.1,127980
10.2.5.2,140731
10.2.5.3,36911
10.2.5.4,26330
10.2.5.5,35417
10.2.5.6,45992
10.2.5.7,63540
10.2.5.8,45716
10.2.5.9,41828
10.2.5.10,65840
10.2.5.11,48016
10.2.5.12,42993
10.2.5.13,65330
10.2.5.14,42836
10.2.5.15,43537
10.2.5.16,155490
10.2.5.17,259150
10.2.5.18,255801
10.2.5.19,871341
10.2.5.20,44234
10.2.6.1,60458
10.2.6.2,55345
10.2.6.3,53122
10.2.6.4,42534
10.2.6.5,66222
10.2.6.6,75458
10.2.6.7,83350
10.2.8.1,57410
10.2.8.2,69435
10.2.8.3,12437
10.2.8.4,19733
10.2.8.5,74846
10.2.8.6,3596
10.2.8.7,3596
10.2.8.8,29700
10.2.8.9,43200
10.2.9.1,7338320
10.2.9.2,1330026
10.2.9.3,1446875
10.2.9.4,1506613
10.2.9.5,1399003
10.2.9.6,1674796
10.2.9.7,1674105
10.2.9.8,6115267
10.2.9.9,4238775
10.2.9.10,994838
10.2.9.11,467549
10.2.9.12,633042
10.2.9.13,1319058
10.2.9.14,2837128
10.3.2.1,23613
10.3.2.2,529154
10.3.2.3,1587462
10.3.2.4,1283036
10.3.4.1,276848
10.3.5.1,810379
10.4.1.1,4402651
10.4.1.2,5843415
10.4.1.3,6191229
10.4.1.4,6618138
10.4.1.5,8368810
10.4.1.6,12245323
10.4.1.7,10014116
10.4.1.8,14929588
10.4.1.9,21479417
10.4.1.10,56800000
10.4.1.11,961312
10.4.1.12,672524
10.4.1.13,926128
10.4.1.14,1525739
10.4.1.15,2252647
10.4.1.16,2697956
10.4.1.17,2372892
10.4.1.18,2493138
10.4.1.19,2684601
10.4.2.1,38233710
10.4.2.2,52579227
10.4.2.3,59156485
10.4.2.4,68939432
10.4.2.5,93002646
10.4.2.6,118758706
10.4.2.7,159610049
10.4.2.8,203928000
10.4.2.9,2491464
10.4.2.10,2004369
10.4.2.11,2004369
10.4.2.12,2118519
10.4.2.13,2356605
10.4.2.14,2573047
10.4.2.15,2873661
10.4.2.16,4918707
10.4.2.17,5273432
10.4.2.18,5422536
10.4.2.19,5512721
10.4.2.20,5867445
10.4.2.21,3650000
10.4.2.22,4800000
10.4.2.23,6400000
10.4.2.24,96465000
10.4.2.25,200000
10.5.1.1,27856
10.5.1.2,45370
10.5.1.3,25195
10.5.1.4,27441
10.5.1.5,11042
10.5.1.6,6917
10.5.1.7,12822
10.5.1.8,12822
10.5.1.9,16825
10.5.1.10,18867
10.5.1.11,194382
10.5.1.12,195838
10.5.1.13,360699
10.5.1.14,155998
10.5.1.15,279374
10.5.1.16,31396
10.5.1.17,263250
10.6.1.1,13159
10.6.1.2,69055
10.6.2.1,25547
10.6.2.2,25547
10.6.2.3,21940
10.6.2.4,21940
10.6.2.5,15927
10.6.2.6,4820
10.6.3.1,31999
10.6.3.2,31999
10.6.3.3,67780
10.6.3.4,64667
10.6.4.1,335894
10.6.4.2,580611
10.6.4.3,706980
10.6.4.4,1145876
10.6.4.5,1705612
10.6.4.6,1726925
10.6.4.7,586597
10.6.4.8,553010
10.6.4.9,757427
10.6.4.10,83421
10.6.4.11,9212
10.6.4.12,3020150
10.6.4.13,5625386
10.6.4.14,8652720
10.13.1,2951
10.13.2,34626
10.13.3,2109
10.13.4,268132
10.13.5,91523
10.13.6,43966
10.13.7,104765
10.13.8,46529
10.13.9,79951
10.13.10,53190
10.13.11,54307
10.13.12,209486
10.13.13,277304
10.13.14,106567
10.14.1,2464776
10.14.2,1150000
10.14.3,2344789
10.14.4,1571258
11.1.2.1,66600
11.1.2.2,130000
11.1.2.3,68300
11.1.2.4,203700
11.1.2.5,133300
11.1.2.6,81300
11.1.2.7,81000
11.1.2.8,316900
11.1.2.9,159700
11.1.2.10,149600
11.1.2.11,82300
11.1.2.12,114600
11.1.2.13,137500
11.1.2.14,82300
11.1.3.1,66600
11.1.3.2,130000
11.1.3.3,68300
11.1.3.4,203700
11.1.3.5,133300
11.1.3.6,81300
11.1.3.7,81000
11.1.3.8,316900
11.1.3.9,171600
11.1.3.10,162500
11.1.3.11,82300
11.1.3.12,117600
11.1.3.13,137500
11.1.3.14,82300
11.1.4.1,75600
11.1.4.2,139000
11.1.4.3,77300
11.1.4.4,203700
11.1.4.5,133300
11.1.4.6,81300
11.1.4.7,81000
11.1.4.8,316900
11.1.4.9,185100
11.1.4.10,174300
11.1.4.11,104300
11.1.4.12,122100
11.1.4.13,142900
11.1.4.14,97600
11.1.5.1,75600
11.1.5.2,139000
11.1.5.3,77300
11.1.5.4,203700
11.1.5.5,133300
11.1.5.6,81300
11.1.5.7,81000
11.1.5.8,316900
11.1.5.9,204400
11.1.5.10,174300
11.1.5.11,104300
11.1.5.12,122100
11.1.5.13,142900
11.1.5.14,97600
11.1.6.1,57600
11.1.6.2,40400
11.1.6.3,52000
11.1.6.4,68100
11.1.6.5,124300
11.1.6.6,84200
11.1.6.7,75600
11.1.7.1,35400
11.1.7.2,42500
11.1.7.3,53400
11.1.7.4,142400
11.1.7.5,48900
11.1.7.6,84200
11.1.8.1,140100
11.1.8.2,136900
11.1.8.3,53500
11.2.2.1,68100
11.2.2.2,72400
11.2.2.3,64900
11.2.2.4,273300
11.2.2.5,73600
11.2.2.6,282300
11.2.2.7,94000
11.2.2.8,97600
11.2.3.1,92400
11.2.3.2,96800
11.2.3.3,73900
11.2.3.4,273300
11.2.3.5,73600
11.2.3.6,297600
11.2.3.7,94000
11.2.3.8,97600
11.2.4.1,68100
11.2.4.2,72400
11.2.4.3,64900
11.2.4.4,281200
11.2.4.5,193600
11.2.4.6,225900
11.2.4.7,121000
11.2.4.8,62500
11.2.4.9,97600
11.2.5.1,92400
11.2.5.2,96800
11.2.5.3,73900
11.2.5.4,281200
11.2.5.5,193600
11.2.5.6,241300
11.2.5.7,136400
11.2.5.8,62500
11.2.5.9,106600
11.2.6.1,59100
11.2.6.2,67500
11.2.6.3,46500
11.2.6.4,107000
11.2.6.5,152800
11.2.6.6,141900
11.2.6.7,57700
11.2.7.1,68100
11.2.7.2,76500
11.2.7.3,46500
11.2.7.4,122300
11.2.7.5,152800
11.2.7.6,141900
11.2.7.7,57700
11.2.8.1,68100
11.2.8.2,67500
11.2.8.3,37500
11.2.8.4,175900
11.2.8.5,132900
11.2.8.6,57700
11.2.9.1,68100
11.2.9.2,76500
11.2.9.3,46500
11.2.9.4,191300
11.2.9.5,141900
11.2.9.6,57700
11.2.10.1,68100
11.2.10.2,57100
11.2.10.3,73900
11.2.10.4,322600
11.2.10.5,141900
11.2.10.6,62500
11.2.11.1,38800
11.2.11.2,22500
11.2.11.3,106100
11.2.11.4,63600
11.2.11.5,145000
11.2.11.6,57700
11.2.12.1,43700
11.2.12.2,67000
11.2.12.3,94500
11.2.12.4,108900
11.2.12.5,160400
11.2.12.6,57700
11.2.13.1,14500
11.2.13.2,57100
11.2.13.3,46400
11.2.13.4,59600
11.2.13.5,33600
11.2.13.6,57700
11.3.2.1,687500
11.3.2.2,129200
11.3.2.3,140200
12.1.1.1,21143
12.1.1.2,80455
12.1.2.1,116621
12.1.2.2,116621
12.1.2.3,184502
12.1.2.4,184502
12.1.2.5,116621
12.1.4.1,77634
12.1.4.2,109359
12.1.4.3,97906
12.1.4.4,134602
12.1.5.1,455580
12.1.5.2,334953
12.1.5.3,567528
12.1.5.4,1210504
12.1.5.5,1732161
12.1.5.6,5615189
12.1.5.7,5615189
12.1.5.8,8165744
12.1.5.9,36635
12.1.5.10,284697
12.1.5.11,951355
12.1.5.12,645424
12.2.1.1,24085
12.2.1.2,30764
12.2.1.3,34908
12.2.1.4,43143
12.2.1.5,51379
12.2.1.6,57228
12.2.1.7,67426
12.2.1.8,164917
12.2.1.9,197901
12.2.1.10,318840
12.2.1.11,637679
12.2.1.12,765215
12.2.1.13,52524
12.2.4.1,7184
12.2.4.2,8462
12.2.4.3,9739
12.2.4.4,11017
12.2.5.1,1064950
12.2.5.2,1133432
12.2.5.3,1196490
12.2.5.4,1321729
12.2.5.5,1421812
12.2.5.6,1547927
12.2.5.7,3616934
12.2.5.8,3945099
12.2.5.9,2098041
12.2.5.10,2161551
12.2.5.11,3640977
12.2.6.1,14475982
12.2.6.2,16053688
12.2.6.3,19981780
12.2.6.4,23396878
12.2.7.1,1787156
12.2.7.2,2011385
12.2.7.3,2235614
12.2.7.4,2796466
12.2.7.5,284432
12.2.7.6,339589
12.2.8.1,1980784
13.1.1,3221
13.1.2,3472
13.1.3,47778
13.1.4,30039
13.1.5,17229
13.1.6,13782
13.1.7,6818
13.1.8,29290
13.1.9,23428
13.1.10,11590
13.1.11,16102
13.1.12,12880
13.1.13,6372
13.1.14,18575
13.1.15,14857
13.1.16,7350
13.1.17,31577
13.1.18,25257
13.1.19,12495
13.1.20,17360
13.1.21,13885
13.1.22,6869
13.1.23,2782
13.2.1,7536
13.2.2,18222
13.2.3,20832
14.1.1,20234
14.1.2,22642
14.1.3,24046
14.1.4,26917
14.1.5,43831
14.1.6,42822
14.1.7,49050
14.1.8,59065
14.1.9,25208
14.1.10,50165
14.1.11,6103
14.1.12,6306
14.2.1.1,45084
14.2.1.2,59136
14.2.1.3,66635
14.2.2.1,70168
14.2.3.1,88123
14.2.3.2,35249
14.2.3.3,113577
14.2.4.1,39889
14.2.4.2,39122
14.2.4.3,83370
14.2.5.1,127836
14.2.5.2,109045
14.2.5.3,113595
14.2.5.4,193484
14.2.5.5,200527
14.2.5.6,305286
14.2.5.7,129865
14.2.6.1,79929
14.2.6.2,64120
14.2.6.3,115243
14.2.6.4,299244
14.3.2.1,10840
14.3.2.2,6041
14.3.3.1,20180
14.3.3.2,28933
14.3.3.3,46742
14.3.3.4,20179
14.3.4.1,7824
14.3.5.1,25568
14.3.5.2,21809
14.3.5.3,22719
14.3.5.4,38697
14.3.5.5,40105
14.3.5.6,61057
14.5.1,6139
14.5.2,10288
14.5.3,14183
14.7.3.1,22484
14.7.6.1,84016
15.1.1.1,24910
15.1.1.2,10840
15.1.1.3,58501
15.1.1.4,69244
15.1.1.5,77614
15.1.1.6,105328
15.1.1.7,134184
15.1.1.8,39738
15.1.1.9,21776
15.1.1.10,88776
15.1.2.1,41037
15.1.2.2,43831
15.1.2.3,24910
15.1.2.4,10840
15.1.2.5,13023
15.1.2.6,6683
15.1.2.7,35163
15.1.2.8,38095
15.1.2.9,49844
15.1.2.10,54916
15.1.2.11,67913
15.1.2.12,105328
15.1.2.13,130298
15.1.3.1,8133
15.1.3.2,13023
15.2.1.1,46778
15.2.1.2,38723
15.2.1.3,173192
15.2.1.4,164177
15.2.2.1,33940
15.2.2.2,307880
15.2.2.3,40587
15.2.2.4,41099
15.2.2.5,42584
15.2.2.6,63485
15.2.2.7,76227
15.2.2.8,78326
15.2.3.1,112803
15.2.3.2,38948
15.2.5.1,9566
15.2.5.2,31718
15.2.5.3,34028
15.2.5.4,49159
15.2.5.5,37883
15.2.5.6,30852
15.2.5.7,40872
15.2.5.8,36444
15.2.5.9,67602
15.2.5.10,87395
15.2.5.11,27264
15.2.7.1,2961
15.2.7.2,32186
15.2.7.3,43065
15.2.7.4,52892
15.2.7.5,18670
15.2.7.6,47019
15.2.7.7,29552
15.2.7.8,41205
15.2.7.9,53565
15.2.7.10,66422
15.2.7.11,64279
15.2.7.12,27060
15.2.7.13,28488
15.2.7.14,19909
15.2.7.15,28818
15.2.7.16,37727
15.2.7.17,28493
15.2.7.18,37402
15.2.7.19,50602
15.2.7.20,24500
15.3.2.1,201965
16.1.1.1,338167
16.1.1.2,315911
16.1.1.3,373267
16.1.1.4,351011
16.1.1.5,368563
16.1.2.1,273954
16.2.1.1,115885
16.2.1.2,220012
16.2.1.3,162239
16.2.1.4,153625
16.2.1.5,325664
16.2.1.6,127473
16.2.2.1,93673
16.2.2.2,138735
16.2.2.3,181544
16.2.2.4,257278
16.2.2.5,215826
16.2.2.6,122559
16.2.3.1,27820
16.2.3.2,42811
16.2.3.3,144113
16.2.3.4,286181
16.2.3.5,280655
16.2.3.6,192600
16.2.3.7,350351
16.2.3.8,354362
16.2.3.9,299627
16.2.3.10,291783
16.2.3.11,841965
16.2.3.12,982292
16.2.3.13,252588
16.2.3.14,236064
16.2.3.15,422864
16.2.3.16,455309
16.2.3.17,295519
16.2.3.18,300783
16.2.3.19,309492
16.2.3.20,280655
16.2.3.21,381749
16.2.3.22,194979
16.2.3.23,3566901
16.2.3.24,66816
16.2.3.25,124421
16.2.3.26,35000
16.2.5.1,280655
16.2.5.2,665845
16.2.5.3,885615
16.2.5.4,1476943
16.2.5.5,195034
16.2.5.6,643013
16.2.6.1,36560
16.2.6.2,58404
16.2.6.3,61170
16.2.6.4,21934
16.2.7.1,118235
16.2.7.2,8368
16.2.7.3,17013
16.2.7.4,16942
16.2.7.5,42355
16.2.7.6,23734
16.2.7.7,18867
16.2.7.8,17100
16.2.7.9,17046
16.2.7.10,58721
16.2.7.11,141625
16.2.7.12,14307
16.2.7.13,19919
16.2.7.14,155792
16.2.7.15,89416
16.2.7.16,124001
16.2.7.17,212425
16.2.7.18,220000
16.2.7.19,19663
16.2.7.20,6664
16.2.7.21,26815
16.2.7.22,47733
16.2.7.23,63858
16.2.7.24,50303
16.2.7.25,54493
16.2.7.26,93490
16.2.7.27,101509
16.2.7.28,164275
16.2.7.29,31351
16.2.7.30,875781
16.2.7.31,2581696
16.2.7.32,2175079
16.2.7.33,44000
16.2.8.1,66768
16.2.8.2,12169
16.2.8.3,30720
16.2.8.4,58000
16.2.8.5,23790
16.2.8.6,31207
16.2.8.7,172737
16.2.8.8,182872
16.2.8.9,733971
16.2.8.10,36166
16.2.8.11,96300
16.2.8.12,98671
16.2.8.13,125053
16.2.8.14,154627
16.2.8.15,417270
16.2.8.16,708090
16.2.8.17,467270
16.2.8.18,758090
16.2.8.19,38391
16.2.8.20,421684
16.2.8.21,936475
16.2.8.22,1595121
16.2.8.23,310000
16.2.8.24,328276
16.2.8.25,36769
16.2.8.26,125145
16.2.8.27,462731
16.2.8.28,562318
16.3.1,291622
16.4.1,15128
16.4.2,110281
16.4.3,38342
16.4.4,53496
16.4.5,115219
16.4.6,152744
16.4.7,88456
16.4.8,115878
16.4.9,520150
16.4.10,601350
16.4.11,693806
16.4.12,775006
16.4.13,776174
16.4.14,857374
16.4.15,1080702
16.4.16,1161902
16.4.17,1216309
16.4.18,1297509
16.4.19,1398664
16.4.20,1479864
16.4.21,1581019
16.4.22,1662219
16.4.23,20692971
17.1.1,230741
17.2.1,54724
17.2.2,72840
17.2.3,2439703
17.4.1,31827
17.4.2,192023
19.1.1,37279
19.1.2,57020
19.1.3,57683
19.1.4,56627
19.1.5,19819
19.1.6,56627
19.1.7,14324
19.1.8,40924
19.1.9,3115
19.2.1,113373
19.3.1,69928
19.3.2,92984
19.3.3,57447
19.3.4,55303
19.3.5,120038
19.3.6,152097
19.3.7,146422
19.3.8,58801
19.3.9,62428
19.3.10,41517
20.1.1,100575
20.1.2,408118
20.1.3,406571
20.1.4,176941
20.1.5,168914
20.1.6,34662
20.1.7,199787
20.1.8,166451
20.1.9,147782
20.1.10,790289
20.2.1,100452
20.2.2,24067
20.2.3,177034
20.3.1,648603
20.3.2,725449
20.3.3,219024
20.3.4,550647
20.3.5,556795
20.3.6,576468
20.3.7,647785
20.3.8,1429811
20.4.1,401316
20.4.2,437476
20.4.3,487969
20.4.4,514551
20.4.5,593540
20.4.6,633999
21.1.1,43656
21.1.2,81320
21.1.3,77896
21.1.4,163582
21.1.5,181844
21.1.6,261766
21.1.7,434509
21.1.8,476766
21.1.9,466263
21.1.10,1644162
21.1.11,1925145
21.1.12,2887717
21.1.13,1832782
21.1.14,2192216
21.1.15,1254838
21.1.16,132176
21.1.17,233723
21.1.18,358165
21.1.19,167922
21.1.20,216885
21.1.21,784969
21.1.22,2119884
21.1.23,2374524
21.1.24,221811
21.1.25,275418
21.1.26,261063
21.1.27,373402
21.1.28,409399
21.1.29,440558
21.1.30,992795
21.1.31,2379166
21.1.32,2702530
21.1.33,1944062
21.1.34,191778
21.1.35,230000
21.1.36,389480
21.1.37,316703
21.1.38,539263
21.2.1,16692
21.2.2,30713
21.2.3,49775
21.2.4,93920
21.2.5,148559
21.2.6,187080
21.2.7,388872
21.2.8,266982
21.2.9,254119
21.2.10,56196
21.2.11,79781
21.2.12,128250
21.2.13,132378
21.2.14,254119
21.2.15,263800
21.2.16,530622
21.2.17,248066
21.2.18,22404
21.2.19,50426
21.2.20,56863
21.2.21,93985
21.2.22,386067
21.2.23,31352
21.2.24,57420
21.2.25,54127
21.2.26,39000
21.2.27,44550
21.3.1,1035000
21.4.1,12824
21.4.2,12800
21.4.3,8075
21.4.4,6500
21.4.5,10875
21.4.6,15275
21.4.7,19875
21.4.8,18500
21.4.9,29875
21.4.10,45875
21.4.11,39875
21.4.12,59875
21.4.13,9067
21.4.14,80071
21.4.15,85909
21.4.16,96236
21.4.17,118180
21.4.18,428698
22.1.1,2985
22.1.2,8528
22.1.3,4238
22.1.4,12110
22.1.5,6228
22.1.6,7883
22.1.7,11696
22.1.8,5708
22.1.9,11182
22.1.10,14000
22.1.11,7300
22.1.12,20854
22.1.13,25622
22.1.14,30179
22.1.15,33507
22.1.16,95921
22.1.17,46515
22.1.18,55084
22.1.19,29378
22.2.1,9415
22.2.2,13452
22.2.3,23982
22.2.4,34707
22.2.5,39647
22.2.6,32716
22.3.1,5927
22.3.2,14818
22.3.3,7198
22.3.4,17167
22.3.5,7937
22.3.6,7198
22.3.7,33767
22.3.8,27573
22.3.9,27573
22.3.10,11450
22.3.11,30330
22.3.12,37144
22.3.13,13787
22.3.14,6894
22.3.15,13686
22.3.16,13787
22.3.17,44800
22.3.18,212927
22.3.19,415207
22.3.20,31073
22.3.21,13844
22.3.22,61124
22.3.23,46910
22.3.24,46910
22.3.25,22011
22.3.26,49485
22.3.27,23455
22.3.28,11728
22.3.29,23455
22.3.30,23455
22.3.31,152554
22.3.32,328229
22.3.33,640047
22.3.34,38605
22.5.1,1724
22.5.2,2442
22.5.3,3323
22.5.4,4973
22.5.5,2142
22.5.6,3159
22.5.7,4399
22.5.8,6921
22.6.1,34968
22.6.2,44055
22.6.3,99388
22.6.4,8569
22.6.5,8569
22.6.6,10899
22.7.1,31587
22.7.2,7346
22.7.3,7427
22.7.4,3752
23.1.1,96123
23.1.2,98063
23.1.3,126996
23.1.4,111246
23.1.5,111246
23.1.6,124124
23.1.7,137731
23.1.8,145018
23.1.9,2778972
23.1.10,827483
23.1.11,1109405
23.1.12,300289
23.1.13,73334
23.1.14,401498
23.1.15,366445
23.1.16,295605
23.1.17,44512
23.1.18,38781
23.2.1,211432
24.1.1,2460
24.1.2,3052
24.2.1,8804
24.2.2,101187
24.2.3,136881
24.2.4,69747
24.2.5,83358
24.2.6,90402
24.2.7,76922
24.2.8,11000
24.2.9,22000
24.3.1.1,22609
24.3.1.2,446963
24.3.1.3,606715
24.3.1.4,561218
24.3.2.1,3365
24.3.2.2,3769
24.3.4.1,40650
24.3.4.2,42629
24.3.4.3,66380
24.3.4.4,222690
24.3.4.5,273440
24.3.4.6,51221
24.3.4.7,74857
24.3.4.8,243462
24.3.4.9,294212
24.3.4.10,94186
24.3.4.11,110806
24.3.4.12,2175996
24.3.4.13,2175996
24.3.4.14,2829728
24.3.4.15,3555548
24.3.4.16,104789
24.3.4.17,162186
24.3.4.18,161335
24.3.4.19,164871
24.3.4.20,180000
24.3.4.21,156060
24.3.4.22,174216
24.3.4.23,185000
24.3.4.24,56295
24.3.4.25,77073
24.3.4.26,78728
24.3.4.27,126167
24.3.4.28,2066715
24.3.4.29,3917587
24.3.5.1,15532
24.3.5.2,13787
24.3.5.3,23455
24.3.5.4,29636
24.4.2.1,67959
24.4.2.2,77456
24.4.4.1,4360
24.4.4.2,6103
24.4.4.3,7847
24.4.4.4,6306
24.4.4.5,8356
24.4.4.6,4054
24.4.4.7,4505
24.4.4.8,59643
24.4.4.9,34696
24.4.5.1,77541
24.4.5.2,69689
24.5.1.1,1280
24.5.1.2,9338
24.5.1.3,6150
25.1.1,2460
25.2.1,12769
25.2.2,78663
25.2.3,69316
25.2.4,78663
25.2.5,50942
25.2.6,8804
25.2.7,9832
25.4.2.1,67959
25.4.4.1,4505
25.4.5.1,77541
25.4.5.2,99642
25.4.5.3,69689
25.5.1.1,1947
25.5.2.1,45068
26.1.1.1,322712
26.2.2.1,105439726
26.2.2.2,109146178
26.2.2.3,169328158
26.2.2.4,202281537
26.2.2.5,246023456
26.2.2.6,219966309
26.2.3.1,5446043
26.4.1,3617
26.4.2,7233
26.4.3,84402
26.4.4,109982
26.4.5,8160
26.4.6,8160
26.4.7,8133
26.4.8,4066
26.4.9,2226
26.4.10,6677
26.4.11,3116
26.4.12,3116
26.4.13,8956
26.4.14,6307
26.4.15,4602
26.4.16,7387
